item,mean1,std1,mean2,std2,t,p
1,2.176470588235294,1.2862393885688161,2.5294117647058822,0.7998161553463028,-0.960768922830523,0.3438722997470739
2,2.1875,1.2230426539304888,2.3333333333333335,0.8997354108424372,-0.3760189105485625,0.7096396711722739
3,2.357142857142857,1.2774459408789602,1.4,1.0555973258234952,2.2057744603319436,0.03609562732063296
4,1.5714285714285714,1.2838814775327387,1.6363636363636365,0.504524979109513,-0.15785671740094712,0.8759474233185731
5,2.388888888888889,1.1950332945836273,2.533333333333333,0.9904304018720251,-0.3731223977052504,0.7115966830255746
6,2.2222222222222223,1.262842524557225,2.4,1.0555973258234952,-0.4332242888591054,0.6678514450439177
7,1.8666666666666667,1.4573295865416045,1.9285714285714286,0.9972489631508746,-0.1325245893427606,0.8955520936249832
8,2.1875,1.3275918047351754,2.3125,1.0781929326423914,-0.2923526731023431,0.7720294064875206
9,2.2,1.4735767952260144,2.076923076923077,1.1875421719907089,0.24074934105085746,0.8116377137299696
10,2.375,1.5438048235879214,2.2142857142857144,0.8017837257372732,0.34989877078602416,0.7290329613555675
11,2.857142857142857,1.231455852429764,2.3529411764705883,1.2217393579743305,1.1394215171687567,0.2638518023604725
