item,mean1,std1,mean2,std2,t,p
I1,5.385,0.7147137815053549,4.995238095238095,0.6070223970136442,1.8853142512034098,0.06685322403589597
I2,5.705,0.41482399565167527,5.704761904761905,0.5417344279960342,0.0015742214495014974,0.9987519784948681
I3,5.505,0.4893335962521404,5.671428571428571,0.46919383749454463,-1.1117936927900887,0.273033759377117
FC1,5.875,0.6487842882126379,5.7666666666666675,0.8404363945792288,0.4603558495105883,0.6478174159152252
FC2,6.305000000000001,0.6244787299904829,5.919047619047619,0.8170795846299476,1.6930328957271021,0.09842391129298213
FC3,5.940000000000001,0.37612987678530196,6.061904761904763,0.5481570855842243,-0.8262051120143218,0.41371380707489414
FC4,6.470000000000001,0.4780442613288792,5.9904761904761905,0.6057266395865069,2.804477784901687,0.007817140585146478
FC5,6.065,1.1407638253657757,5.80952380952381,0.8780118233285711,0.8059485520621996,0.4251596551455318
FC6,6.1850000000000005,0.36313691777707147,5.495238095238095,0.9431204538531599,3.0603383358341105,0.003988750419205074
FC7,5.9399999999999995,0.680092872914776,5.809523809523809,0.9082426778701614,0.5186273357355502,0.6069510317925106
FC8,5.9300000000000015,0.7284446299804593,5.623809523809524,0.7549203679228439,1.3205005828759055,0.19436517531015837
FC9,5.775,0.8390941230686944,5.909523809523809,1.0577829464993103,-0.44966819560059307,0.6554390675203042
FC10,5.15,0.992869313497104,5.580952380952381,0.7011555088702133,-1.6117478560401386,0.11508140774932261
FC11,5.255000000000001,0.8172321708380255,6.0095238095238095,0.6228200076304246,-3.335161350371568,0.0018791175890542416
report,6.734999999999999,0.31334359818945684,6.409523809523809,0.684035643738513,1.9418614780987515,0.05940223548203355
workshops,6.005000000000001,0.7619055059520177,5.638095238095238,1.0384970825554545,1.2844466521191822,0.20656323262085632
lecture_participation,4.944999999999999,1.621394786173799,4.2142857142857135,1.956856079093635,1.2983952437967765,0.2017772108493568
NF,6.11,0.25319017192200555,5.966666666666667,0.3214550253664319,1.5807622993977877,0.12200968784751541
